Invoice Date,Invoice ID,Invoice Number,Invoice Status,Invoice Type,Customer Name,Customer ID,Branch ID,Branch Name,Place of Supply,GST Identification Number (GSTIN),Due Date,PurchaseOrder,Account,Product ID,Item Name,SKU,Item Desc,Quantity,Usage unit,Warehouse Name,Item Price,HSN/SAC,Sales Order Number,Item Tax %,Item Tax Amount,Item Type,Item Total,SubTotal,Total,Adjustment,Round Off,Billing Address,Billing City,Billing State,Billing Code,Shipping Address,Shipping City,Shipping State,Shipping Code,CF.Material Type,"CF.Driver, Vehicle & Helper Information"
2021-01-13,87520000010427346,DC00111,Overdue,Invoice,"LB - Liquii Warehouse - Aya Nagar, New Delhi",87520000010066073,87520000009432375,Adcount Liqui Branch,DL,07AADCL0962E1ZR,2021-01-31,,Liquii Beverages W&L Sales,87520000009473084,LB - Simple Love,,,23.00,box,Liquii Warehouse: Delhi,21.19,,,18.000000,87.72,goods,487.37,2140.19,2525.00,0.00,-0.43,"Plot no. 39B,Aya Nagar ,Arjangarh New Delhi 110047",New Delhi,Delhi,,"Plot no. 39B,Aya Nagar ,Arjangarh New Delhi 110047",New Delhi,Delhi,,Frozen Goods,
2021-01-13,87520000010427346,DC00111,Overdue,Invoice,"LB - Liquii Warehouse - Aya Nagar, New Delhi",87520000010066073,87520000009432375,Adcount Liqui Branch,DL,07AADCL0962E1ZR,2021-01-31,,Liquii Beverages W&L Sales,87520000009436206,LB - Guava Granatte,,,26.00,box,Liquii Warehouse: Delhi,21.19,,,18.000000,99.16,goods,550.94,2140.19,2525.00,0.00,-0.43,"Plot no. 39B,Aya Nagar ,Arjangarh New Delhi 110047",New Delhi,Delhi,,"Plot no. 39B,Aya Nagar ,Arjangarh New Delhi 110047",New Delhi,Delhi,,Frozen Goods,
2021-01-13,87520000010427346,DC00111,Overdue,Invoice,"LB - Liquii Warehouse - Aya Nagar, New Delhi",87520000010066073,87520000009432375,Adcount Liqui Branch,DL,07AADCL0962E1ZR,2021-01-31,,Liquii Beverages W&L Sales,87520000009436023,LB - Banana Honey,,,7.00,box,Liquii Warehouse: Delhi,21.19,,,18.000000,26.70,goods,148.33,2140.19,2525.00,0.00,-0.43,"Plot no. 39B,Aya Nagar ,Arjangarh New Delhi 110047",New Delhi,Delhi,,"Plot no. 39B,Aya Nagar ,Arjangarh New Delhi 110047",New Delhi,Delhi,,Frozen Goods,
2021-01-13,87520000010427346,DC00111,Overdue,Invoice,"LB - Liquii Warehouse - Aya Nagar, New Delhi",87520000010066073,87520000009432375,Adcount Liqui Branch,DL,07AADCL0962E1ZR,2021-01-31,,Liquii Beverages W&L Sales,87520000009976045,LB - Red Mango,,,7.00,box,Liquii Warehouse: Delhi,21.19,,,18.000000,26.70,goods,148.33,2140.19,2525.00,0.00,-0.43,"Plot no. 39B,Aya Nagar ,Arjangarh New Delhi 110047",New Delhi,Delhi,,"Plot no. 39B,Aya Nagar ,Arjangarh New Delhi 110047",New Delhi,Delhi,,Frozen Goods,
2021-01-13,87520000010427346,DC00111,Overdue,Invoice,"LB - Liquii Warehouse - Aya Nagar, New Delhi",87520000010066073,87520000009432375,Adcount Liqui Branch,DL,07AADCL0962E1ZR,2021-01-31,,Sales,87520000010275039,LB - Coffee frappe,,,3.00,box,Liquii Warehouse: Delhi,21.19,,,18.000000,11.44,goods,63.57,2140.19,2525.00,0.00,-0.43,"Plot no. 39B,Aya Nagar ,Arjangarh New Delhi 110047",New Delhi,Delhi,,"Plot no. 39B,Aya Nagar ,Arjangarh New Delhi 110047",New Delhi,Delhi,,Frozen Goods,
2021-01-13,87520000010427346,DC00111,Overdue,Invoice,"LB - Liquii Warehouse - Aya Nagar, New Delhi",87520000010066073,87520000009432375,Adcount Liqui Branch,DL,07AADCL0962E1ZR,2021-01-31,,Liquii Beverages W&L Sales,87520000009473084,LB - Simple Love,,,33.00,box,Liquii Warehouse: Delhi,21.19,,,18.000000,125.86,goods,699.27,2140.19,2525.00,0.00,-0.43,"Plot no. 39B,Aya Nagar ,Arjangarh New Delhi 110047",New Delhi,Delhi,,"Plot no. 39B,Aya Nagar ,Arjangarh New Delhi 110047",New Delhi,Delhi,,Frozen Goods,
2021-01-13,87520000010427346,DC00111,Overdue,Invoice,"LB - Liquii Warehouse - Aya Nagar, New Delhi",87520000010066073,87520000009432375,Adcount Liqui Branch,DL,07AADCL0962E1ZR,2021-01-31,,Liquii Beverages W&L Sales,87520000009473084,LB - Simple Love,,,33.00,box,Liquii Warehouse: Delhi,21.19,,,18.000000,125.86,goods,699.27,2140.19,2525.00,0.00,-0.43,"Plot no. 39B,Aya Nagar ,Arjangarh New Delhi 110047",New Delhi,Delhi,,"Plot no. 39B,Aya Nagar ,Arjangarh New Delhi 110047",New Delhi,Delhi,,Frozen Goods,
2021-01-13,87520000010427346,DC00111,Overdue,Invoice,"LB - Liquii Warehouse - Aya Nagar, New Delhi",87520000010066073,87520000009432375,Adcount Liqui Branch,DL,07AADCL0962E1ZR,2021-01-31,,Sales,87520000010275024,LB - Watermellon water,,,2.00,box,Liquii Warehouse: Delhi,21.19,,,18.000000,7.66,goods,42.38,2140.19,2525.00,0.00,-0.43,"Plot no. 39B,Aya Nagar ,Arjangarh New Delhi 110047",New Delhi,Delhi,,"Plot no. 39B,Aya Nagar ,Arjangarh New Delhi 110047",New Delhi,Delhi,,Frozen Goods,
2021-01-14,87520000010427524,DC0108,Overdue,Invoice,LB - Keventers Sector-73 Noida,87520000010161744,87520000009432375,Adcount Liqui Branch,UP,,2021-01-14,,Liquii Beverages W&L Sales,87520000009473084,LB - Simple Love,,,1.00,box,Liquii Warehouse: Delhi,21.19,,,18.000000,3.81,goods,21.19,105.95,125.00,0.00,-0.02,,,,,,,,,Frozen Goods,
2021-01-14,87520000010427524,DC0108,Overdue,Invoice,LB - Keventers Sector-73 Noida,87520000010161744,87520000009432375,Adcount Liqui Branch,UP,,2021-01-14,,Liquii Beverages W&L Sales,87520000009436206,LB - Guava Granatte,,,1.00,box,Liquii Warehouse: Delhi,21.19,,,18.000000,3.81,goods,21.19,105.95,125.00,0.00,-0.02,,,,,,,,,Frozen Goods,
2021-01-14,87520000010427524,DC0108,Overdue,Invoice,LB - Keventers Sector-73 Noida,87520000010161744,87520000009432375,Adcount Liqui Branch,UP,,2021-01-14,,Liquii Beverages W&L Sales,87520000009436023,LB - Banana Honey,,,1.00,box,Liquii Warehouse: Delhi,21.19,,,18.000000,3.81,goods,21.19,105.95,125.00,0.00,-0.02,,,,,,,,,Frozen Goods,
2021-01-14,87520000010427524,DC0108,Overdue,Invoice,LB - Keventers Sector-73 Noida,87520000010161744,87520000009432375,Adcount Liqui Branch,UP,,2021-01-14,,Liquii Beverages W&L Sales,87520000009976045,LB - Red Mango,,,1.00,box,Liquii Warehouse: Delhi,21.19,,,18.000000,3.81,goods,21.19,105.95,125.00,0.00,-0.02,,,,,,,,,Frozen Goods,
2021-01-14,87520000010427524,DC0108,Overdue,Invoice,LB - Keventers Sector-73 Noida,87520000010161744,87520000009432375,Adcount Liqui Branch,UP,,2021-01-14,,Liquii Beverages W&L Sales,87520000009436161,LB - Blueberry Blast,,,1.00,box,Liquii Warehouse: Delhi,21.19,,,18.000000,3.83,goods,21.19,105.95,125.00,0.00,-0.02,,,,,,,,,Frozen Goods,
2021-01-14,87520000010427630,DC0107,Overdue,Invoice,LB - Visens Food and Beverages,87520000010427614,87520000009432375,Adcount Liqui Branch,UP,,2021-01-14,,Liquii Beverages W&L Sales,87520000009436161,LB - Blueberry Blast,,,2.00,box,Liquii Warehouse: Delhi,21.19,,,18.000000,7.63,goods,42.38,127.14,150.00,0.00,-0.03,,,,,Logix City Center Noida Secor -32,,,,Frozen Goods,
2021-01-14,87520000010427630,DC0107,Overdue,Invoice,LB - Visens Food and Beverages,87520000010427614,87520000009432375,Adcount Liqui Branch,UP,,2021-01-14,,Liquii Beverages W&L Sales,87520000009436023,LB - Banana Honey,,,1.00,box,Liquii Warehouse: Delhi,21.19,,,18.000000,3.81,goods,21.19,127.14,150.00,0.00,-0.03,,,,,Logix City Center Noida Secor -32,,,,Frozen Goods,
2021-01-14,87520000010427630,DC0107,Overdue,Invoice,LB - Visens Food and Beverages,87520000010427614,87520000009432375,Adcount Liqui Branch,UP,,2021-01-14,,Liquii Beverages W&L Sales,87520000009473084,LB - Simple Love,,,1.00,box,Liquii Warehouse: Delhi,21.19,,,18.000000,3.81,goods,21.19,127.14,150.00,0.00,-0.03,,,,,Logix City Center Noida Secor -32,,,,Frozen Goods,
2021-01-14,87520000010427630,DC0107,Overdue,Invoice,LB - Visens Food and Beverages,87520000010427614,87520000009432375,Adcount Liqui Branch,UP,,2021-01-14,,Liquii Beverages W&L Sales,87520000009976045,LB - Red Mango,,,2.00,box,Liquii Warehouse: Delhi,21.19,,,18.000000,7.64,goods,42.38,127.14,150.00,0.00,-0.03,,,,,Logix City Center Noida Secor -32,,,,Frozen Goods,
2021-01-08,87520000010429344,LIQSP000528/527,Overdue,Invoice,LB - Zomato Internet pvt Ltd,87520000010427768,87520000009432375,Adcount Liqui Branch,DL,07AAACZ886781Z2,2021-01-08,,Liquii Beverages W&L Sales,87520000009473084,LB - Simple Love,,,4.00,box,Liquii Warehouse: Delhi,21.19,,,18.000000,15.26,goods,84.76,339.04,400.00,0.00,-0.06,,,,,10/8-9 Chalti Sadan Samalka Delhi 110037,,,,Frozen Goods,
2021-01-08,87520000010429344,LIQSP000528/527,Overdue,Invoice,LB - Zomato Internet pvt Ltd,87520000010427768,87520000009432375,Adcount Liqui Branch,DL,07AAACZ886781Z2,2021-01-08,,Liquii Beverages W&L Sales,87520000009473084,LB - Simple Love,,,4.00,box,Liquii Warehouse: Delhi,21.19,,,18.000000,15.26,goods,84.76,339.04,400.00,0.00,-0.06,,,,,10/8-9 Chalti Sadan Samalka Delhi 110037,,,,Frozen Goods,
2021-01-08,87520000010429344,LIQSP000528/527,Overdue,Invoice,LB - Zomato Internet pvt Ltd,87520000010427768,87520000009432375,Adcount Liqui Branch,DL,07AAACZ886781Z2,2021-01-08,,Sales,87520000010429081,LB - Oh Mango,,,4.00,box,Liquii Warehouse: Delhi,21.19,0811,,18.000000,15.26,goods,84.76,339.04,400.00,0.00,-0.06,,,,,10/8-9 Chalti Sadan Samalka Delhi 110037,,,,Frozen Goods,
2021-01-08,87520000010429344,LIQSP000528/527,Overdue,Invoice,LB - Zomato Internet pvt Ltd,87520000010427768,87520000009432375,Adcount Liqui Branch,DL,07AAACZ886781Z2,2021-01-08,,Sales,87520000010429081,LB - Oh Mango,,,4.00,box,Liquii Warehouse: Delhi,21.19,0811,,18.000000,15.26,goods,84.76,339.04,400.00,0.00,-0.06,,,,,10/8-9 Chalti Sadan Samalka Delhi 110037,,,,Frozen Goods,
2021-01-08,87520000010429344,LIQSP000528/527,Overdue,Invoice,LB - Zomato Internet pvt Ltd,87520000010427768,87520000009432375,Adcount Liqui Branch,DL,07AAACZ886781Z2,2021-01-08,,Liquii Beverages W&L Sales,87520000009436161,LB - Blueberry Blast,,,2.00,box,Liquii Warehouse: Delhi,21.19,,,18.000000,7.62,goods,42.38,339.04,400.00,0.00,-0.06,,,,,10/8-9 Chalti Sadan Samalka Delhi 110037,,,,Frozen Goods,
2021-01-08,87520000010429344,LIQSP000528/527,Overdue,Invoice,LB - Zomato Internet pvt Ltd,87520000010427768,87520000009432375,Adcount Liqui Branch,DL,07AAACZ886781Z2,2021-01-08,,Liquii Beverages W&L Sales,87520000009436206,LB - Guava Granatte,,,2.00,box,Liquii Warehouse: Delhi,21.19,,,18.000000,7.62,goods,42.38,339.04,400.00,0.00,-0.06,,,,,10/8-9 Chalti Sadan Samalka Delhi 110037,,,,Frozen Goods,
2021-01-08,87520000010429344,LIQSP000528/527,Overdue,Invoice,LB - Zomato Internet pvt Ltd,87520000010427768,87520000009432375,Adcount Liqui Branch,DL,07AAACZ886781Z2,2021-01-08,,Liquii Beverages W&L Sales,87520000009976045,LB - Red Mango,,,2.00,box,Liquii Warehouse: Delhi,21.19,,,18.000000,7.62,goods,42.38,339.04,400.00,0.00,-0.06,,,,,10/8-9 Chalti Sadan Samalka Delhi 110037,,,,Frozen Goods,
2021-01-08,87520000010429344,LIQSP000528/527,Overdue,Invoice,LB - Zomato Internet pvt Ltd,87520000010427768,87520000009432375,Adcount Liqui Branch,DL,07AAACZ886781Z2,2021-01-08,,Sales,87520000010429066,LB - Berry me,,,2.00,box,Liquii Warehouse: Delhi,21.19,0811,,18.000000,7.64,goods,42.38,339.04,400.00,0.00,-0.06,,,,,10/8-9 Chalti Sadan Samalka Delhi 110037,,,,Frozen Goods,
2021-01-02,87520000010429454,DBHFD/965/20-21,Overdue,Invoice,"DBH - Asr Enterprise (New) - Ashok Vihar, Delhi",87520000010193046,87520000009582927,Burgrill: Delhi,DL,07CADPR8495K2ZU,2021-01-02,,Delhi Bros W&L Sales,87520000010209147,DBH - Cheese Jalapeno Spread,,12 packets/box,2.00,pkt,Burgrill Warehouse: Delhi,127.20,2103,,12.000000,30.52,goods,254.40,8612.38,9799.00,0.00,-0.34,,,,,"Flat no-118A LIG flats Pocket-D PH-3
Ashok Vihar New Delhi",Delhi,Delhi,,Dry Goods,
2021-01-02,87520000010429454,DBHFD/965/20-21,Overdue,Invoice,"DBH - Asr Enterprise (New) - Ashok Vihar, Delhi",87520000010193046,87520000009582927,Burgrill: Delhi,DL,07CADPR8495K2ZU,2021-01-02,,Delhi Bros W&L Sales,87520000010207844,DBH - Hot Chilli Garlic,,12 packets/box,1.00,pkt,Burgrill Warehouse: Delhi,105.60,2103,,12.000000,12.68,goods,105.60,8612.38,9799.00,0.00,-0.34,,,,,"Flat no-118A LIG flats Pocket-D PH-3
Ashok Vihar New Delhi",Delhi,Delhi,,Dry Goods,
2021-01-02,87520000010429454,DBHFD/965/20-21,Overdue,Invoice,"DBH - Asr Enterprise (New) - Ashok Vihar, Delhi",87520000010193046,87520000009582927,Burgrill: Delhi,DL,07CADPR8495K2ZU,2021-01-02,,Delhi Bros W&L Sales,87520000010207679,DBH - Cheesy Dip/Cheese Dressing,,12 packets/case,2.00,pkt,Burgrill Warehouse: Delhi,180.00,2103,,12.000000,43.20,goods,360.00,8612.38,9799.00,0.00,-0.34,,,,,"Flat no-118A LIG flats Pocket-D PH-3
Ashok Vihar New Delhi",Delhi,Delhi,,Dry Goods,
2021-01-02,87520000010429454,DBHFD/965/20-21,Overdue,Invoice,"DBH - Asr Enterprise (New) - Ashok Vihar, Delhi",87520000010193046,87520000009582927,Burgrill: Delhi,DL,07CADPR8495K2ZU,2021-01-02,,Delhi Bros W&L Sales,87520000010207449,DBH - Tomato Chilli Sause (Burgrill),,12 packets/case,1.00,pkt,Burgrill Warehouse: Delhi,63.60,2103,,12.000000,7.64,goods,63.60,8612.38,9799.00,0.00,-0.34,,,,,"Flat no-118A LIG flats Pocket-D PH-3
Ashok Vihar New Delhi",Delhi,Delhi,,Dry Goods,
2021-01-02,87520000010429454,DBHFD/965/20-21,Overdue,Invoice,"DBH - Asr Enterprise (New) - Ashok Vihar, Delhi",87520000010193046,87520000009582927,Burgrill: Delhi,DL,07CADPR8495K2ZU,2021-01-02,,Delhi Bros W&L Sales,87520000010209081,DBH - Kadhai Gravy,,,1.00,pcs,Burgrill Warehouse: Delhi,174.00,2103,,12.000000,20.88,goods,174.00,8612.38,9799.00,0.00,-0.34,,,,,"Flat no-118A LIG flats Pocket-D PH-3
Ashok Vihar New Delhi",Delhi,Delhi,,Dry Goods,
2021-01-02,87520000010429454,DBHFD/965/20-21,Overdue,Invoice,"DBH - Asr Enterprise (New) - Ashok Vihar, Delhi",87520000010193046,87520000009582927,Burgrill: Delhi,DL,07CADPR8495K2ZU,2021-01-02,,Delhi Bros W&L Sales,87520000010207649,DBH - Eggless Mayonnaise D'lite,,12 packets/case,1.00,pkt,Burgrill Warehouse: Delhi,84.00,2103,,12.000000,10.08,goods,84.00,8612.38,9799.00,0.00,-0.34,,,,,"Flat no-118A LIG flats Pocket-D PH-3
Ashok Vihar New Delhi",Delhi,Delhi,,Dry Goods,
2021-01-02,87520000010429454,DBHFD/965/20-21,Overdue,Invoice,"DBH - Asr Enterprise (New) - Ashok Vihar, Delhi",87520000010193046,87520000009582927,Burgrill: Delhi,DL,07CADPR8495K2ZU,2021-01-02,,Delhi Bros W&L Sales,87520000010207093,DBH - TC - Mojito Syrup - 750ml,,,1.00,pcs,Burgrill Warehouse: Delhi,348.00,2106,,18.000000,62.64,goods,348.00,8612.38,9799.00,0.00,-0.34,,,,,"Flat no-118A LIG flats Pocket-D PH-3
Ashok Vihar New Delhi",Delhi,Delhi,,Dry Goods,
2021-01-02,87520000010429454,DBHFD/965/20-21,Overdue,Invoice,"DBH - Asr Enterprise (New) - Ashok Vihar, Delhi",87520000010193046,87520000009582927,Burgrill: Delhi,DL,07CADPR8495K2ZU,2021-01-02,,Delhi Bros W&L Sales,87520000010207694,DBH - Mexican Salsa,,12 packets/box,1.00,pkt,Burgrill Warehouse: Delhi,82.80,2103,,12.000000,9.94,goods,82.80,8612.38,9799.00,0.00,-0.34,,,,,"Flat no-118A LIG flats Pocket-D PH-3
Ashok Vihar New Delhi",Delhi,Delhi,,Dry Goods,
2021-01-02,87520000010429454,DBHFD/965/20-21,Overdue,Invoice,"DBH - Asr Enterprise (New) - Ashok Vihar, Delhi",87520000010193046,87520000009582927,Burgrill: Delhi,DL,07CADPR8495K2ZU,2021-01-02,,Delhi Bros W&L Sales,87520000010207027,DBH - Sweet Onion Sauce,,,2.00,pcs,Burgrill Warehouse: Delhi,135.29,2103,,12.000000,32.46,goods,270.58,8612.38,9799.00,0.00,-0.34,,,,,"Flat no-118A LIG flats Pocket-D PH-3
Ashok Vihar New Delhi",Delhi,Delhi,,Dry Goods,
2021-01-02,87520000010429454,DBHFD/965/20-21,Overdue,Invoice,"DBH - Asr Enterprise (New) - Ashok Vihar, Delhi",87520000010193046,87520000009582927,Burgrill: Delhi,DL,07CADPR8495K2ZU,2021-01-02,,Delhi Bros W&L Sales,87520000010207419,DBH - Tandoori Dip (Burgrill) - 1kg,,12 packets/case,6.00,pkt,Burgrill Warehouse: Delhi,146.40,2103,,12.000000,105.40,goods,878.40,8612.38,9799.00,0.00,-0.34,,,,,"Flat no-118A LIG flats Pocket-D PH-3
Ashok Vihar New Delhi",Delhi,Delhi,,Dry Goods,
2021-01-02,87520000010429454,DBHFD/965/20-21,Overdue,Invoice,"DBH - Asr Enterprise (New) - Ashok Vihar, Delhi",87520000010193046,87520000009582927,Burgrill: Delhi,DL,07CADPR8495K2ZU,2021-01-02,,Delhi Bros W&L Sales,87520000010207664,DBH - Thousand Island Spread,,12 packets/box,2.00,pkt,Burgrill Warehouse: Delhi,138.00,2103,,12.000000,33.12,goods,276.00,8612.38,9799.00,0.00,-0.34,,,,,"Flat no-118A LIG flats Pocket-D PH-3
Ashok Vihar New Delhi",Delhi,Delhi,,Dry Goods,
2021-01-02,87520000010429454,DBHFD/965/20-21,Overdue,Invoice,"DBH - Asr Enterprise (New) - Ashok Vihar, Delhi",87520000010193046,87520000009582927,Burgrill: Delhi,DL,07CADPR8495K2ZU,2021-01-02,,Delhi Bros W&L Sales,87520000010207123,DBH - Paper Box - Burger,,,500.00,pcs,Burgrill Warehouse: Delhi,4.35,4819,,12.000000,261.00,goods,2175.00,8612.38,9799.00,0.00,-0.34,,,,,"Flat no-118A LIG flats Pocket-D PH-3
Ashok Vihar New Delhi",Delhi,Delhi,,Dry Goods,
2021-01-02,87520000010429454,DBHFD/965/20-21,Overdue,Invoice,"DBH - Asr Enterprise (New) - Ashok Vihar, Delhi",87520000010193046,87520000009582927,Burgrill: Delhi,DL,07CADPR8495K2ZU,2021-01-02,,Delhi Bros W&L Sales,87520000010207174,DBH - Paper - Green,,,5.00,kg,Burgrill Warehouse: Delhi,266.00,4810,,12.000000,159.60,goods,1330.00,8612.38,9799.00,0.00,-0.34,,,,,"Flat no-118A LIG flats Pocket-D PH-3
Ashok Vihar New Delhi",Delhi,Delhi,,Dry Goods,
2021-01-02,87520000010429454,DBHFD/965/20-21,Overdue,Invoice,"DBH - Asr Enterprise (New) - Ashok Vihar, Delhi",87520000010193046,87520000009582927,Burgrill: Delhi,DL,07CADPR8495K2ZU,2021-01-02,,Delhi Bros W&L Sales,87520000010207325,DBH - Dip Container - 40ml,,,1000.00,pcs,Burgrill Warehouse: Delhi,0.62,4823,,18.000000,111.60,goods,620.00,8612.38,9799.00,0.00,-0.34,,,,,"Flat no-118A LIG flats Pocket-D PH-3
Ashok Vihar New Delhi",Delhi,Delhi,,Dry Goods,
2021-01-02,87520000010429454,DBHFD/965/20-21,Overdue,Invoice,"DBH - Asr Enterprise (New) - Ashok Vihar, Delhi",87520000010193046,87520000009582927,Burgrill: Delhi,DL,07CADPR8495K2ZU,2021-01-02,,Delhi Bros W&L Sales,87520000010207342,DBH - Dip Container Lid - Transparent - 40ml,,,1000.00,pcs,Burgrill Warehouse: Delhi,0.60,39235000,,18.000000,108.00,goods,600.00,8612.38,9799.00,0.00,-0.34,,,,,"Flat no-118A LIG flats Pocket-D PH-3
Ashok Vihar New Delhi",Delhi,Delhi,,Dry Goods,
2021-01-02,87520000010429454,DBHFD/965/20-21,Overdue,Invoice,"DBH - Asr Enterprise (New) - Ashok Vihar, Delhi",87520000010193046,87520000009582927,Burgrill: Delhi,DL,07CADPR8495K2ZU,2021-01-02,,Delhi Bros W&L Sales,87520000010207206,DBH - Napkin/Paper Serviettes - 30x30 - 1Ply,,100 pieces/packet,50.00,pkt,Burgrill Warehouse: Delhi,19.80,4818,,18.000000,178.20,goods,990.00,8612.38,9799.00,0.00,-0.34,,,,,"Flat no-118A LIG flats Pocket-D PH-3
Ashok Vihar New Delhi",Delhi,Delhi,,Dry Goods,
